대번호,소번호,문장,훼손/파손,분실,배송지연,오배송,"기타(임의반품, 불친절, 집하거부 등)",관련없음
525,5," 민법 제 393조 택배를 배당하는 행위가 이행되지 못할경우 손해배상을 해야한다, 상법 제 115조 운송주손인측에서 자신의 과실이 없음을 증명하지 못하면 손해를 배상해야한다고 되어 있는 바, 파손면책 동의 했다고 하더라도 포장가능한건 완충제 및 스치로폼 박스 포장에도 불구하고 완전히 훼손되어진 상품 135,000원 상당의 제품이 망가졌고하더래도 귀사의 신품공장출고그대로의 포장은가능한건 완충제및 스치로폼 박스포장에도 불구하고 완전히 훼손되어진 신품 135000원상당의 제품 수리비 또한 만만치 않을 거라 예상함.",y,,,,,
525,6," 실제 거래한 가격 74,000원(통장첨부)  ",,,,,,y
525,7, 파손면책 동의를 하지 않으면 택배서비스 이용 불가한 시스템의 문제와 마구잡이로 던져서 제품을 던지라고 허락한 동의는 아니므로 보상요구함.,y,,,,,
525,8,* 운송장번호 : 8442388172,,,,,,y
526,1," 신청인은 2015.7.29.경 로만손 시계를 수리하고자 피신청인에게 유선상으로 배송의뢰를 하였으며, 2015.7.31. 피신청인이 상품(배송비 5.000원 동봉)을 인수해감.",,,,,,y
526,2," 이후, 운송장을 조회하여 2015.8.3. 로만손 시계업체에 배송이 완료되었음을 확인하였으며, 2015.8.5. 로만손 시계업체로 부터 박스 안에 시계가 분실되었다는 통보를 받음.",,y,,,,
526,3," 신청인은 피신청인에게 '시계 분실'에 대해 이의를 제기한 결과, 피신청인이 '과실을 인정하며 합의 금액으로 100,000원~200,000원 정도를 제안'한다는 답변을 받음.",,y,,,,
526,4," 신청인이 배송의뢰 당시 고가품임에도 불구하고 유의사항에 대해 제대로 안내하지 않은점 및 터무니없이 낮은 배상금액으로 제시하는 것은 부당한 바, '분실된 시계에 대한 적절한 손해배상'을 피신청인에게 요구함.   ",,y,,,,
527,1," 신청인은 2015.7.27. 피신청인을 통해 서울에서 울산으로 중국 호구부 1부를 택배 의뢰하고 2,500원을 지급함.",,,,,,y
527,2, 발송한지 일주일이 경과되었음에도 수취인이 택배를 수령하지 못해 피신청인에게 이의제기했고 피신청인은 계속적으로 처리를 지연하다가 2015.8.경 분실을 인정하였으나 호구부의 발급비용에 대해서만 배상이 가능하다함.,,y,,,,
527,3, 중국 호구부의 특성상 본인이 직접 중국으로 방문하여 발급해야 하며 한국 거주중 미소지시 불편이 과다한 점 등에 대해 피신청인에게 피력했으나 자체 규정이 없음을 사유로 책임을 회피함.,,,,,,y
527,4, 신청인은 택배 운송중 분실된 중국 호구부 배상 요구함.,,,,,,y
527,5,* 운송장번호 : 22932916344,,,,,,y
527,6, * 운송장번호: 22932916344,,,,,,y
528,1, 신청인은 2015.2. 피신청인 케이지비택배(주)에 큰아버지(이복승)께 보내는 설 선물 '한과'를 배송 의뢰함.,,,,,,y
528,2," 8.1. 큰아버지가 택배기사(01067872370)로부터 배송 예정이라는 전화를 받고 물품을 수령하였는데, 개봉한 상품은 심하게 훼손된 상태였음.",y,,,,,
528,3, 이를 전해들은 신청인이 운송조회를 해본 결과 해당 물품은 2.13. 남부산에서 배송하여 2.14. 원주대리점을 통해 배송완료된 것으로 확인됨.,,,,,,y
528,4," 신청인은 피신청인 택배기사가 한과를 배달하였다고 인정한 녹음파일을 보관 중이나 피신청인과 원주대리점에서는 배달한 사실이 없고, 다른 택배사에서 배달을 했다고 주장함.",,,,,y,
528,5, 신청인은 배송지연으로 훼손된 상품에 대한 손해배상을 요구함.,y,,,,,
528,6,"* 운송장번호 : 0957551324, 한과 구입가 : 59,000원",,,,,,y
529,1,2015.8.5 개인거래로 37만원 상당의 신발을 구입하고 8.5일날 판매자분이 편의점 택배로 보냈음.,,,,,,y
529,2,그 날 우체국에는 착불비 선결제라는 시스템이 있어서 대한통운에 기사님이랑 통화할때 대한통운은 그런 시스템은 없고 만약 부재시라면 계좌번호랑 은행 성함 알려줄테니 착불비는 거길로 입금을 하면 된다고 함.,,,,,,y
529,3,8.7일 택배가 오는 당일 택배기사님이 전화 한통도 안주시고 택배 물건을 창고에 두었음.  저녁에 확인해보니 역시나 없어졌음.,,y,,,,
529,4,기사님이랑 전화통화를 해보니 기사님 입장은 제가 두고가라고 했었다고 하시고 제입장은 그런적이없다고 말씀을 드렸음.,,,,,,y
529,5, 전화녹취한거 없냐고 여쭤봤더니 따로 없다고 하였음. 증거로 남은게 문자밖에없는데  문자에는 오전부터 문자로 기사님이 통보한것 밖에 보이지 않음.,,,,,,y
529,6, 택배 도착예정 뒤에 창고에 둘게요 라고 있습니다.문자상으로 보게되면 서로 애매하게 되있는점을 인정하고 5:5로 분실건에 대한 배상을 받고 싶음. ,,y,,,,
530,1, 신청인은 2015.7.13. 피신청인 업체(*대전 현대택배 : 0429363384)에 의뢰하여 호르몬제인 '리비알 정'을 배송(*운송장번호: 103002537046)함.,,,,,,y
530,2, 그런데 서울 거주 배우자로부터 연락이 와  택배 물품이 도착하지 않아 호르몬제를 복용하지 못하고 있으며 7.15.부터 하혈이 시작되는 피해를 입고 있다고 함.,,y,,,,
530,3, 7.16. 피신청인에게 이의를 제기하자 택배물이 분실 된 것 같다며 택배비를 입금 조치하여 주겠다고 하였음.,,y,,,,
530,4, 그러나 현재까지 택배비 입금이 이루어지지 않고 있으며 연락조차 없음.,,,,,,y
530,5, 신청인은 의약품 분실사고로 인해 배우자가 여성 호르몬제를 제때에 복용하지 못해 하혈 및 정신적인 피해가 발생하였다며 이에 대한 배상을 요구하고 있음. ,,y,,,,
531,1,"신청인은 2015. 6. 20. 홈앤쇼핑에서 신발구매하고 6. 22. 인터넷쇼핑몰에서 의류 2종(상의 51,300원, 원피스 57,000원)을 구입하였다가 개인 사정으로 이들 제품을 반품 신청하여 CJ대한통운이 제품들을 가져갔으나 잘못 배송하여 의류회사로 간 신발이 반송되었고, 이를 다시 홈앤쇼핑에 반품하였으나 의류 2종은 분실되었다며 분실된 의류 가격의 배상을 CJ대한통운에 요구하고 있음. 끝. ",,y,,,,
532,1," 2015. 8. 22. 신청인은 피신청인(경동택배)을 통하여 물품을 배송받음(운송장번호 34415080705, 속초→무안).",,,,,,y
532,2," 배송받은 가마솥 물품이 파손되어 수리를 요구하자, 피신청인의 무안영업소에서 본사와 협의처리하겠다며 배송물품을 가지고 감.",y,,,,,
532,3," 그러나 피신청인은 발송자에게 임의로 반품처리해버렸고, 발송자가 항의하자 물품을 다시 신청인에게 보낸 후, 무안영업소와 속초영업소는 서로 책임을 회피함.",,,,,y,
532,4," 신청인은 가마솥 수리와 무책임한 처리에 대한 사과, 보상을 요구함.",,,,,,y
532,5,* 경동택배 담당자 김민수 01065689065,,,,,,y
533,1, 신청인은  2015.7.2 시골(전북 고창)에 거주하시는 부모님께서 KG로지스택배를 이용하여 반찬을 발송함.,,,,,,y
533,2, 택배발송시 해당 택배물품이 반찬이라 7.3 오전까지는 꼭 발송될 수 있도록 신신당부하였으나 7.3 오후까지 배송되지 않았음.,,,y,,,
533,3, 이에 고객센터 등에 수차례 민원제기하였으나 운송장번호를 알지 못하여 민원제기가 되지 못함.,,,,,,y
533,4, 2015.7.4 되어서야 해당 택배가 도착하였고 확인하여 보니 반찬이 모두 부패하여 먹을 수 있는게 없음.,y,,,,,
533,5, 2015.7.4 택배 고객센터로 수차례 민원제기하였으나 해당 상담원의 죄송합니다라는 말밖에 들을 수 없었고 담당자를 바꿔달라고 해도 죄송하다고만 함.,,,,,,y
533,6, 해당 택배사 고객센터의 서비스시정 및 고객의 소리에 로그인을 통해서만 글을 올릴 수 있는 불편함의  시정을 요청함.,,,,,,y
533,7, 또한 해당 택배물품의 사고처리(배상)을 요청함.,,,,,,y
533,8,* 운송장번호 : 148835710273,,,,,,y
534,1,신청인은 2015. 6.30. 울산 경동택배 진장점에서 제주 경동택배로 바이크 배송을 의뢰(운송장번호 7155 1506 03350)하였는데 바이크의 밋션과 카울이 파손 고장 상태로 배송되어 울산 진장점에 손해배상을 요구하자 책임을 부인하며 본사 CS 팀에 전화하라고 하여 기다렸으나 연락이 없고 전화를 해도 연결이 되지 않는다며 밋션과 카울 수리비용의 배상을 요구하고 있음. 끝.,y,,,,,
535,1, 15. 7. 23. 신청인은 피신청인(오마이집)을 통해 배송대행을 의뢰하였고 15. 7. 23. 결제 후 15. 7. 28. 제품이 배송되어 확인하자 물건이 파손된 것을 확인하고 파손 사실을 피신청인의 홈피이지 1:1문의게시판을 통해 문의함.,y,,,,,
535,2, * 배송의뢰시 200불까지 파손 보험 처리해준다는 내용을 확인하여 이에 따른 보험처리를 요청했고 파손사진과 Invoice를 송부함.,y,,,,,
535,3," 며칠 후 피신청인으로부터 자체규정에 따라 리퍼제품에 대해서는 보상대상에서 제외된다는 답변을 받았으나, 신청인은 계약 시 리퍼제품이 제외된다는 내용은 확인할 수 없었고, 배송신청시 정밀검사를 신청하였기에 결제 시 제품에 이상이 있다는 피드백을 받지 못하였기에 국내 배송 중 파손되었다고 판단됨.",y,,,,,
535,4, 신청인은 보험처리 또는 반송을 요구함.,,,,,,y
536,1," 신청인은 2015.6.30. 이불커버, 의류, 화장품, 노트북 등의 내용물이 담긴 박스를 포장하여 피신청인에게 전달하여 배송 의뢰함.",,,,,,y
536,2, 배송이 지연되어 확인하니 대구물류센터에서 상자를 분실하였다고 하였으나 이후 상자를 찾아 약 열흘 후에 자택으로 배송됨.,,y,,,,
536,3," 상자 내용물을 확인한 결과, 물에 젖거나 흙이 들어가있고 이불커버, 화장품, 노트북이 파손되고 등산복 2벌과 사파리 1벌이 분실된 것을 확인함.",y,,,,,
536,4," 이에 신청인이 이의 제기하니 피신청인은 오염된 옷의 세탁 외의 책임을 회피하고있는 바, 신청인은 분실 및 파손된 제품에 대한 배상을 요구하며 피해구제 신청함.",,y,,,,
536,5, * 대리인 : 박지영(신청인의 자녀) 01071157371,,,,,,y
537,1,신청인은 2015.8.26. 부산 신평동 소재 피신청인[경동택배]측 영업소를 통해 BMW751i 차량 좌우측 헤드램프 2개를 서울 소재 화진상사로 배송을 의뢰하였으나 피신청인 측 과실로 해당 화물이 파손되어 손해배상을 요구하였으나 거절됨.,y,,,,,
537,2, *피해물 가액: 개당 127만 원 ,,,,,,y
538,1," 신청인은 2015.6.2. 피신청인을 통해 설화수 화장품 2개를 배송 의뢰하였으나 분실되어 이의제기를 하고 변상 신청서를 제출해 2015.8.20.까지 배상을 약속받았으나 이행되지 않고 있는바, 이에 화장품 구입가 460,000원에 대한 조속한 손해배상을 요구함.",,y,,,,
539,1," 신청인은 2015.6.16. 피신청인에게 골프 가방 배송을 의뢰하고 대금 12,000원을 지급하였으나 훼손이 되어 배송되었고 이의제기를 하니 피신청인의 직원이 포장을 하지 않고 발송한 사실을 확인한바, 이에 택배 배송중 훼손된 골프 가방의 손해배상을 요구함. ",y,,,,,
540,1,"  신청인은 2015. 7~8월동안 중고 헤드램프를 12만원, 아우디라인 DRL, 무빙 시그널, 프로젝션, 제논라이트 등을 108만원을 지불하고 구입하였으며, 2015. 8. 12. 의정부 가능동에 위치한 자동차 튜닝업체(LEDStory)에서 커스텀 작업을 진행하기 위해 피신청인을 통해 해당 물품들을 발송함.",,,,,,y
540,2,"  2015. 8. 13. 자동차 튜닝업체에서 해당 물품을 수령하였으나, 업체로부터 포장한 박스 바닥면에 구멍이 뚫려있고 조사각을 조정하는 볼트쪽 윗부분에 크랙이 발생하였다는 연락을 받음.",y,,,,,
540,3,  신청인은 헤드램프의 내부가 파손되지 않고 기능상 문제의 소비자 없을 것으로 추측하고 해당 제품을 계속 사용하려 하였으나 2015. 8. 22. 헤드램프를 분해한 결과 내부 연결 핀과 반사판 일부가 파손된 사실을 확인하고 피신청인 측에 파손접수를 진행함.,y,,,,,
540,4,  피신청인 측에서는 신청인이 지불한 금액이 해당 상품을 구입한 것으로 보기 어렵다는 판단 하에 택배 표준약관에 의거하여 50만원의 손해배상액을 제시하였으나 신청인이 이를 거절함.,,,,,,y
540,5,  신청인은 빠른 시일 내 모든 상품(120만원)의 배상을 요구함.,,,,,,y
540,6, ※ 피신청인 접수대리점 : 경북 경주 황성대리점,,,,,,y
540,7, ※ 송장번호 : 688737174600,,,,,,y
540,8," ※ 상품 구입 금액 : 헤드램프(12만원), 프로젝션(38만원), 아우디라인 DRL(35만원), 제논라이트(35만원)",,,,,,y
540,9," ※ 특이사항 : 훼손된 상품 사진 및 제품 구입 거래내역서 존재, 운송장에 가액(120만원) 적시",,,,,,y
541,1," 신청인은 2015.4.17. 피신청인1(경동택배)의 대리점인 피신청인2(경기여주하리점)을 통해 택배를 의뢰하고 택배비 13,000원을 현금지급함.",,,,,,y
541,2," 택배 의뢰 당시 취급주의 스티커를 여러장 붙였고 제품가격도 40,000원으로 기재하였으나 물건 도착지에서 포장을 뜯어 확인하니 택배물품이 파손되어 있었음.",y,,,,,
541,3, 이에 피신청인1과 피신청인2에게 이의제기했으나 현재까지 처리를 지연함.,,,,,,y
541,4, 신청인은 택배 운송중 파손된 물품 배상 요구함.,y,,,,,
542,1, 신청인은 타지역(경기)의 지인이 피신청인 택배를 통해 2015. 8. 15. 배송 의뢰한 봉숭아 2박스를 배송 5일만인 9. 4. 인수함.,,,,,,y
542,2, 도착된 봉숭아 박스를 개봉해 보니 전부 썩어 있어 피신청인 홈페이지 게시판을 통해 문제를 제기？고 이후 제주 지점에서 신청인에게 연락을 할 것이라는 답변을 받았지만 아무런 연락이 없었음.,y,,,,,
542,3, 이에 신청인이 다시 피신청인 본사로 연락하였더니 제주지점의 전화번호를 안내하여  전화하니 처리를 요구하자 택배를 보낸 사람이 보상을 신청을 해야 한다고하며 본인들은 소비자가 택배를 받는 입장이기 때문에 배상을 해 줄 수 없다고 함.,,,,,y,
